YYYYMM, LAT, LON, TAS
201904,   24.50,  261.88,  296.87
201904,   24.50,  263.12,  297.71
201904,   25.50,  260.62,  295.39
201904,   25.50,  261.88,  296.82
201904,   25.50,  263.12,  297.32
201904,   26.50,  260.62,  296.02
201904,   26.50,  261.88,  296.14
201904,   26.50,  263.12,  296.79
201904,   27.50,  260.62,  295.22
201904,   27.50,  261.88,  295.22
201904,   27.50,  263.12,  295.77
201905,   24.50,  260.62,  297.75
201905,   24.50,  261.88,  300.95
201905,   24.50,  263.12,  299.70
201905,   25.50,  260.62,  300.09
201905,   25.50,  261.88,  300.88
201905,   25.50,  263.12,  299.32
201905,   26.50,  260.62,  301.14
201905,   26.50,  261.88,  300.00
201905,   26.50,  263.12,  299.07
201905,   27.50,  260.62,  300.33
201905,   27.50,  261.88,  299.08
201905,   27.50,  263.12,  298.62
201906,   24.50,  260.62,  297.73
201906,   24.50,  261.88,  301.41
201906,   24.50,  263.12,  300.86
201906,   25.50,  260.62,  300.04
201906,   25.50,  261.88,  301.60
201906,   25.50,  263.12,  300.73
201906,   26.50,  260.62,  301.73
201906,   26.50,  261.88,  301.18
201906,   26.50,  263.12,  300.57
201906,   27.50,  260.62,  301.40
201906,   27.50,  261.88,  300.57
201906,   27.50,  263.12,  300.29
201907,   24.50,  260.62,  296.41
201907,   24.50,  261.88,  300.60
201907,   24.50,  263.12,  301.68
201907,   25.50,  260.62,  299.47
201907,   25.50,  261.88,  301.13
201907,   25.50,  263.12,  301.55
201907,   26.50,  260.62,  301.59
201907,   26.50,  261.88,  301.22
201907,   26.50,  263.12,  301.47
201907,   27.50,  260.62,  302.00
201907,   27.50,  261.88,  301.19
201907,   27.50,  263.12,  301.32
201908,   24.50,  260.62,  297.48
201908,   24.50,  261.88,  301.72
201908,   24.50,  263.12,  302.16
201908,   25.50,  260.62,  300.79
201908,   25.50,  261.88,  302.56
201908,   25.50,  263.12,  302.14
201908,   26.50,  260.62,  303.58
201908,   26.50,  261.88,  302.81
201908,   26.50,  263.12,  302.23
201908,   27.50,  260.62,  304.66
201908,   27.50,  261.88,  303.12
201908,   27.50,  263.12,  302.22
201909,   24.50,  260.62,  295.41
201909,   24.50,  261.88,  300.28
201909,   24.50,  263.12,  301.01
201909,   25.50,  260.62,  299.45
201909,   25.50,  261.88,  301.50
201909,   25.50,  263.12,  301.16
201909,   26.50,  260.62,  302.84
201909,   26.50,  261.88,  301.93
201909,   26.50,  263.12,  301.03
201909,   27.50,  260.62,  303.54
201909,   27.50,  261.88,  302.09
201909,   27.50,  263.12,  300.98
201910,   24.50,  260.62,  292.52
201910,   24.50,  261.88,  297.00
201910,   24.50,  263.12,  298.81
201910,   25.50,  260.62,  295.18
201910,   25.50,  261.88,  297.43
201910,   25.50,  263.12,  298.69
201910,   26.50,  260.62,  297.70
201910,   26.50,  261.88,  297.72
201910,   26.50,  263.12,  298.47
201910,   27.50,  260.62,  298.54
201910,   27.50,  261.88,  297.82
201910,   27.50,  263.12,  298.00
201911,   24.50,  260.62,  289.83
201911,   24.50,  261.88,  294.16
201911,   24.50,  263.12,  296.61
201911,   25.50,  260.62,  291.05
201911,   25.50,  261.88,  293.96
201911,   25.50,  263.12,  296.02
201911,   26.50,  260.62,  291.62
201911,   26.50,  261.88,  293.05
201911,   26.50,  263.12,  295.23
201911,   27.50,  260.62,  290.75
201911,   27.50,  261.88,  292.03
201911,   27.50,  263.12,  294.15
201912,   24.50,  260.62,  286.70
201912,   24.50,  261.88,  291.00
201912,   24.50,  263.12,  294.03
201912,   25.50,  260.62,  287.38
201912,   25.50,  261.88,  290.24
201912,   25.50,  263.12,  293.16
201912,   26.50,  260.62,  288.03
201912,   26.50,  261.88,  288.90
201912,   26.50,  263.12,  291.96
201912,   27.50,  260.62,  287.34
201912,   27.50,  261.88,  288.00
201912,   27.50,  263.12,  290.61
